mart_repository_resource_performance_sk,project_id,project,sub_project_id,sub_project,repository_id,repository,number_resources,used_resources,revenue,standard_cost,purchase_cost,total_cost,acceptance_score,total_resource_usage_published,usage_position_1,usage_position_2_3,usage_position_4_5,usage_position_gt_5,usage_position_1_pct,usage_position_2_3_pct,usage_position_4_5_pct,usage_position_gt_5_pct
bba7d3dddb4da2f68212b2fc00877eb9,132,Sóng âm,435,Sóng âm - Red One,032152973493ac94b187c709f59c5f2c,Không có kho,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
9624d77f42862119268a92e7f96668a7,3ee4bb0f23c51736d4ef6144bd0960b4,Cinematic - BG,b88009c3ae23d74039e44ea07a45b328,Cinematic - BG | Châu Phi,0384a7b48a118808ec45592f444b8b50,Không có kho,10,0,0,1080.00,0,1080.00,8.7300000000000000,0,0,0,0,0,0,0,0,0
18884637ca7b10919f9509df7fd8a2c7,104,Epidemic,e27c3340cb2acb95fd69b18cb9eb0f1d,Không có dự án con,039838b4a219bcc1ad45b0d403d6e83d,Không có kho,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
fbaae4d5a242aab32ed61498ca743a69,96,Deep House,3401502b4c84bdc0a00000fb8bfa1aa7,Deep House Hitkend,04acf1e7d828ab97b4fcf831f3152668,Slap House,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
627ed84c3b2937fd40eabc70729bb169,132,Sóng âm,01e22d0f54c490ef5c2a29aa69a41c02,ĐỘC QUYỀN NET - MUSIC FACTORY,04e7a05fcd89ab0bb94dd98410bde0a7,Không có kho,16,14,10088.609500000000000000000000,0,0,0,,83,61,15,6,1,0.73493975903614457831,0.18072289156626506024,0.07228915662650602410,0.01204819277108433735
94bcb54e349d9644d7694c39a5002dce,8a32c743bf6ada532a0a0785c5171177,Phúc âm - MKT2,315d4d04028b81810a269cd8f0063943,Phúc âm - MKT2 | Bình yên,0591e5d3477962b712e92bcc0cc50e30,Không có kho,10,6,561.400900000000000000000000,1288.00,0,1288.00,8.5300000000000000,115,28,37,8,42,0.24347826086956521739,0.32173913043478260870,0.06956521739130434783,0.36521739130434782609
d15d08fab9bd643e86d4b9d2ab4b4406,554e64f13710dacb0c5dc0bcfbfeb026,Giáng sinh Pop Cover - 1,221817db0d5204d309db01e81149f8eb,Giáng sinh Pop Cover - 1 | Santa Tell Me,05c324d7880eaf7c5dab7efd20cf9db7,Không có kho,4,4,450.379200000000000000000000,984.60,0,984.60,8.5500000000000000,1764,36,148,228,1352,0.02040816326530612245,0.08390022675736961451,0.12925170068027210884,0.76643990929705215420
0eee281a7d7106889cd98a205e52b952,113,Kids,392,Kid Song Original có lời,066d037e66189caec42767264fa23fc8,Không có kho,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
fe3c4acfd8f736f2996253be4e4e07f5,57df190165c1fca2d1ec44f75916dd2a,Classical bật CID,743bed3499abe68215850fef65379d03,Classical bật CID | Neo Classical,06873d9d1da33e245afb5d6bb75da9c5,Không có kho,42,19,1.76100000000000000000,1722.00,0,1722.00,8.3023809523809524,19,19,0,0,0,1.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
78653b9c4cd4d628bb703d1552c697b8,1df08711853a9ed25dee4ef8a2ddc866,Sóng âm - MKT1,89bb1f1a7f5e2cab3a3554318e8a209e,Sóng âm - MKT1 | Thiền,074730e57fe88711947a59fc7a890df8,Không có kho,7,5,2167.301000000000000000000000,269.50,0,269.50,9.0000000000000000,8,8,0,0,0,1.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
1a78518acb74f2cea62d04ef42e1fd15,92,Country Cover - 0,362,Country Cover - 0 - FM,075426d17f201e60f71a0f82c6c66744,Không có kho,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
a32766c673f9511c15ca54928d06eb91,615a8f57c3862d2f7c01eefb2926cffd,Om Healing - Label,898c935ed9b0cbf333704f4646669fcb,Om Healing - Label | Ngủ (có nhạc),07d3c345d018b134f3ce46a38869bbe6,Không có kho,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
14436ddb49e0172d687de93ee9894961,116,Lofi,c85959fcf73d7bf1c3486bb49487f15c,Không có dự án con,0887e9e471d27dce62c787ff42810add,Lofi Purrple Cat,2,2,791.029400000000000000000000,0,0,0,,892,65,220,163,444,0.07286995515695067265,0.24663677130044843049,0.18273542600896860987,0.49775784753363228700
f56bfacc2563c81dcdc47e06fed4cde5,142,Chillout,0c9766054c092168aca3d2e2c1322f7b,Chillout,091122fab3268142625480d9fa113539,Không có kho,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
8f6c36ce0b9bc853b0baca4f4426ad4c,96,Deep House,b03bbf0c6df6daa75fb563bc69bef781,Không có dự án con,0925c3e713937b4f7356f1fd57b38140,Road Story Records,26,0,0,0,18878.8616000000000036,18878.8616000000000036,,0,0,0,0,0,0,0,0,0
5150c807cd2d65467cebae251f9a7986,91,Classical,b79ade0aeb12c8a8085ac9c63f981d12,Classical,094d82aa02053e9702232a5e6674627a,CID ĐỘC QUYỀN THEO KÊNH,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
38dc4ff05034563243b8f9cdbe5fda8c,107,Giáng Sinh Cover - 1,0634fe553c08b3a17d98510f75449591,Giáng sinh Jazz Cover Top Hits - 1,094db0a7cc2d3ba290a2c33eaaeb5e19,Giáng sinh Jazz Cover Top Hits - 1 | Giáng sinh chậm,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
6da20c8c1ee1f741cf57fe4a39335bdb,9613d4f5f077d181f2feaff55a3879e2,Lofi bật CID,51777bdad83002d32d853fd7448cbf0d,Không có dự án con,09a1df487c2aca1202822c0e5df95128,Không có kho,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
c3004c1f36dc4b78f5ce08514148142c,106,Giáng Sinh Cover - 0,395,Giáng sinh Lofi Cover - Top Hits,09a922ce0208cd60208016b67204937c,Không có kho,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
5a24ac7b2a3a0ad12d6a8fab80d8d2ba,116,Lofi,c85959fcf73d7bf1c3486bb49487f15c,Không có dự án con,0a0e961427eb6e7bea1738967de36d9e,Dreamhop,1053,894,20083.102000000000000000000000,0,0,0,,24485,812,1559,1564,20550,0.03316316111905248111,0.06367163569532366755,0.06387584235246069022,0.83928936083316316112
60b05c9cbcb5dd2b85db5f2412a3357a,130,Relax,096abb0ccd7ea756dbb01a39409c46b4,Không có dự án con,0a5d659063200b25b6ba2199aed5a415,Piano - MKT1,9,9,15140.700700000000000000000000,0.00,0,0.00,,5689,665,1365,1186,2473,0.11689224819827737739,0.23993671998593777465,0.20847249077166461593,0.43469854104412023203
6d6960afb725828befb03dedd07cc4cd,116,Lofi,396,Lofi - Hitkend,0a9edf5eaf56a9d5512a790f3c38933e,Không có kho,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ac9bab5c6c494bd336837d898814030d,0ccbc07ed5d0178efc7de7dcdcfd785f,Piano Relax - FMG,c7f44ecbef924356e7e9cf0a8375af18,Piano Relax - FMG | Ngủ,0aa6567773018a69ae12aead25ef541a,Không có kho,20,4,1.583500000000000000000000,1924.00,0,1924.00,8.5000000000000000,19,5,14,0,0,0.26315789473684210526,0.73684210526315789474,0.00000000000000000000,0.00000000000000000000
b93743fbcc3a6217a9badbadfdf63b65,8f5143a0bfc5d23870b74251d291be7a,Deep Chill House - 2 - MKT1,413b19f29a72c30048a657d3b652da66,Không có dự án con,0ac932f5edcad060b6dd8a3b6b938a2b,Không có kho,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ec06622ea1af982ca66ae69967c3ec21,86f65b42f95073395d4368f94d83490d,Pop Cover - 1 - 2,1d6f877a2b91f2a86df12c122410260d,Pop Cover - 1 - 2 | Pop cover,0ae2c7c06d041ab49747d5faab3f561d,Không có kho,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
da4272b47f5b7fe666d19c2594c95251,119,Nhạc Indo,6d67c576bcf8f8584824753cf0a58d18,Không có dự án con,0aefdc895e6f8b02eea3543cc84990dd,Không có kho,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ba2129ffabe68bfee3f966e94c132973,96,Deep House,028d18012b98b62e44d1b795be9f6747,Deep House Cover - 1 - FM,0b01be2d9baa82af376211c530408d3d,Không có kho,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
c2dc98ad38b247e021773946a8132be0,134,Trance,740e91c2d8cb645690fb0a960ce5c40b,Không có dự án con,0b40dc97ac1051ac1b7fcb4be531bfcb,Psyfeature,163,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ad0f88b851c77c952b4df1c9bd2df681,116,Lofi,37213ef2afd7331f8ab6d61aeda4abda,Lofi Hitkend,0b5bc7863749400865c45349ae550c59,Lofi Chill,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
2720da2c2836cfd35e5c51c9fc7f22bd,15b054a3df047b9763f8b31073a1baf5,Jazz - MKT2,6d22ad9edcbf174526c2b2bb6581302d,Jazz - MKT2 | Smooth Ballad Jazz,0b6982ea578504ab7ea344fae586f6f1,Không có kho,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
88c54bc2000220628893d19f0a875865,96,Deep House,b03bbf0c6df6daa75fb563bc69bef781,Không có dự án con,0b806c45b816e6f79f4caa05d9ea395e,DOMA,4,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
cab6ae5b8190a0a937389aeb34e9681b,116,Lofi,11870827e7ac2dcf9e2bfb26745af04e,Lofi,0b9d5d33e991211667b994f5f538ba40,Lofi Saxophone/Trumpet,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
9995e138b819c4a5bbcfc07d2e695252,94,Dark Ambience,9e73127ff34947f2b43b5165f614e2fd,Không có dự án con,0baff340f1860d9053d8488747289f41,Adobestock,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
6b154ab621b1db643f4113dc8558507f,91,Classical,f0eeca85a1c4c101962841187b2db9d2,Classical - 2 - RedOne,0bd3157eeb63b97fcd7decedb6e0a20f,Không có kho,31,31,10.860000000000000000000000,0,0,0,,282,21,30,38,193,0.07446808510638297872,0.10638297872340425532,0.13475177304964539007,0.68439716312056737589
2042e79fc8bd51dbd4988e720965f848,154,Neo Classical,719,Neo Classical - 2 - Label,0c44077884cafc5d16d508dc0db43a5a,Không có kho,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
8293d05a68ee2fb367f3003bee3a5f38,112,Jazz,387,Jazz - FM,0c91441436189c180f174b151bbecdf5,Không có kho,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
eef750c0b88d18af4bafad37960a42de,106,Giáng Sinh Cover - 0,0ead7c68214f51a7e6ba8c78e58c96b7,Giáng sinh Jazz Cover - Top Hits - 0,0d34380cc1cd270655df2c928dcec3b0,Giáng sinh Jazz Cover - Top Hits - 0 | Giáng sinh nhanh,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
d5b7293a41a6d19f23a11ffa62a99df3,131,Sáo Tây Tạng,da8c98ab3a82d521b4c3cf501904f52f,Không có dự án con,0d54235a5b2e69c9dba9cb9c5676da69,Không có kho,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
c0d21cd11b33545e7fcb5e4bd3569f74,90,Cinematic,355,Cinematic - BG,0d8a8b16eef3a2ac272063aaa8d294bb,Không có kho,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
f878636fa7104e6923abacb0ea25a33c,109,Guitar Original,02f5f54738d4a19cd111f120b8b63c79,Guitar Original Thu Mua MKT4,0dceabe450407411488a0a0c96114fdd,Không có kho,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
82ceebfa03639efe3d46ab76558fa753,06bda73ef887c95030754eea9f31a757,Piano công năng,de3763b88bf02b60b08207e285ad3774,Piano công năng | Sad Piano (Hàn Nhật),0dd1613bceca5c85703cdbda9d955596,Không có kho,4,4,2213.417000000000000000000000,615.20,0,615.20,9.0000000000000000,542,96,187,90,169,0.17712177121771217712,0.34501845018450184502,0.16605166051660516605,0.31180811808118081181
727ef476612e72d506820787fd5d6055,109,Guitar Original,379,Guitar - MKT4,0dd33ecf957d26a875644bd8d728644a,Không có kho,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
df4453bd6378b38f52ebe1d018d7bf9e,132,Sóng âm,43806675a873d2e56ebe8c57d3ade39b,Audiojungle - MKT1 - Sóng âm Tài nguyên công ty,0e135dacbed66b1444f2b2bf0d676fd4,Không có kho,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
d07b69bf8c7ba593ed3d64fcb8668596,132,Sóng âm,548a69028500b0bd57d19304df86e9d2,CHUNG,0eb8973b6034c77ed8fb6e8fe5472c80,Không có kho,103,102,131249.470800000000000000000000,0,0,0,,7757,3626,2347,886,898,0.46744875596235658115,0.30256542477762021400,0.11421941472218641227,0.11576640453783679257
f59c2899f7c22cfdff52a4899a48f641,112,Jazz,388,Jazz - MKT4,0f2487e6984085bf267eca6b1993bb49,Không có kho,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
a563df328cbdb9bcfce6b4383ab2cdf0,6031795d8b252bdc8494721988cbb46b,House bật CID - MKT1,66cb9fbf63f95885da50ef99d80a1c59,Không có dự án con,0f6cce75af0eb0100a2ba58ae8d963f8,Không có kho,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
39e1c0067d69d05488f73bed8ac0194f,130,Relax,de798bcf2e30a763a96e3e93de3e4b14,1.1.2.1. RELAX PIANO - KHO CHUNG,0ffe45d9c734b81bc345fee23e39f0f7,Không có kho,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
f899139df5e1059396431415e770c6dd,113,Kids,392,Kid Song Original có lời,100,Kid Song Original có lời | Tiếng Anh sáng tác mới,17,0,0,4432.00,0,4432.00,8.0647058823529412,0,0,0,0,0,0,0,0,0
38b3eff8baf56627478ec76a704e9b52,113,Kids,393,Kid Song Original không lời,101,Kid Song Original không lời | Nhạc intro,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ec8956637a99787bd197eacd77acce5e,130,Relax,417,Piano Relax - FM,102,Piano Relax - FM | Thư giãn,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
6974ce5ac660610b44d9b9fed0ff9548,130,Relax,417,Piano Relax - FM,103,Piano Relax - FM | Ngủ,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
c9e1074f5b3f9fc8ea15d152add07294,90,Cinematic,355,Cinematic - BG,104,Cinematic - BG | Thiên nhiên,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
65b9eea6e1cc6bb9f0cd2a47751a186f,90,Cinematic,355,Cinematic - BG,105,Cinematic - BG | Châu Phi,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
f0935e4cd5920aa6c7c996a5ee53a70f,132,Sóng âm,429,Sóng âm - BG,106,Sóng âm - BG | Ngủ chữa lành,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
a97da629b098b75c294dffdc3e463904,112,Jazz,387,Jazz - FM,107,Jazz - FM | Bossa Nova Guitar Jazz 1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
a3c65c2974270fd093ee8a9bf8ae7d0b,112,Jazz,387,Jazz - FM,108,Jazz - FM | Bossa Nova Guitar Jazz 3,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
2723d092b63885e0d7c260cc007e8b9d,112,Jazz,387,Jazz - FM,109,Jazz - FM | Bossa Nova Guitar Jazz 5,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
b213e7b9f03527eae8f1f5a994eff7c6,122,Phonk,b9aa1c50b3b80df8ff8cfff1b52e3a60,Không có dự án con,10aa08b8be49bda02c0567c12d4470f9,Street Phonk' Records,539,0,0,0,7227.99999999999998230000,7227.99999999999998230000,,0,0,0,0,0,0,0,0,0
e5f48c863dfea05aa7e11b4c3629e333,112,Jazz,d1fa3756e297223de10c399ab607216a,Jazz,10c08f49f6933d23ce5f0527e845ee91,Không có kho,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
eefdbf3041c12de24c985ebfe558a806,96,Deep House,b03bbf0c6df6daa75fb563bc69bef781,Không có dự án con,10fc5bc8078c471a495d44e861e933eb,Lacuna,1,1,0,0,0,0,,3,0,1,0,2,0.00000000000000000000,0.33333333333333333333,0.00000000000000000000,0.66666666666666666667
5f93f983524def3dca464469d2cf9f3e,112,Jazz,387,Jazz - FM,110,Jazz - FM | Bossa Nova Guitar Jazz 2,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
698d51a19d8a121ce581499d7b701668,112,Jazz,387,Jazz - FM,111,Jazz - FM | Bossa Nova Guitar Jazz 4,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
7f6ffaa6bb0b408017b62254211691b5,112,Jazz,387,Jazz - FM,112,Jazz - FM | Bossa Nova Guitar Jazz 6,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
73278a4a86960eeb576a8fd4c9ec6997,112,Jazz,387,Jazz - FM,113,Jazz - FM | Smooth Guitar Jazz,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
5fd0b37cd7dbbb00f97ba6ce92bf5add,112,Jazz,387,Jazz - FM,114,Jazz - FM | Tropical Ballad Guitar Jazz,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
2b44928ae11fb9384c4cf38708677c48,130,Relax,415,Piano bật CID - FM,115,Piano bật CID - FM | Hàn Nhật sáng,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
c45147dee729311ef5b5c3003946c48f,130,Relax,415,Piano bật CID - FM,116,Piano bật CID - FM | Soothing,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
eb160de1de89d9058fcb0b968dbbbd68,130,Relax,417,Piano Relax - FM,117,Piano Relax - FM | Soothing,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
5ef059938ba799aaa845e1c2e8a762bd,163,Reggae Cover - 1,432,Reggae Cover - 1,118,Reggae Cover - 1 | Rockabye,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
07e1cd7dca89a1678042477183b7ac3f,135,Tropical House Cover - 1,431,Tropical House Cover - 1 - FM,119,Tropical House Cover - 1 - FM | Tropical House 1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
aadb6a730bc807f8f628d04ac43430f8,116,Lofi,3a674a8fbeb618447987637ce5f0bac0,Lofi - MKT1,11ee467f6abfde1fcbcaa813e97991cf,Không có kho,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
da4fb5c6e93e74d3df8527599fa62642,91,Classical,357,Classical bật CID,120,Classical bật CID | Neo Classical,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
c8ffe9a587b126f152ed3d89a146b445,107,Giáng Sinh Cover - 1,438,Giáng sinh Pop Cover - 1,124,Giáng sinh Pop Cover - 1 | Santa Tell Me,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
7225cd39d8e603c9d3aa2560d734baad,126,Pop Cover - 0,409,Pop Cover,12470078d88ea8f23640f6dbec39c88b,Không có kho,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
3def184ad8f4755ff269862ea77393dd,106,Giáng Sinh Cover - 0,407,Giáng sinh Pop Cover - 0,125,Giáng sinh Pop Cover - Public Domain | Santa Tell Me,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
069059b7ef840f0c74a814ec9237b6ec,106,Giáng Sinh Cover - 0,408,Giáng sinh Pop Cover - Top Hits,126,Giáng sinh Pop Cover - Top Hits | Santa Tell Me,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ec5decca5ed3d6b8079e2e7e7bacc9f2,106,Giáng Sinh Cover - 0,419,Giáng sinh Relax Cover - 0,127,Giáng sinh Relax Cover - Public Domain | Christmas Piano,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
d1f491a404d6854880943e5c3cd9ca25,96,Deep House,368,House bật CID,129,House bật CID | Summer Love,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
abbc5d336d82ef3abe3ddcc5b2a72797,96,Deep House,b03bbf0c6df6daa75fb563bc69bef781,Không có dự án con,12968bf99e216dab674f8d6f52e21f8d,Deep Disco Records,269,106,1497.597900000000000000000000,0,0,0,,409,11,22,23,353,0.02689486552567237164,0.05378973105134474328,0.05623471882640586797,0.86308068459657701711
9b8619251a19057cff70779273e95aa6,116,Lofi,399,Lofi bật CID,130,Lofi bật CID | Aesthetic,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
2b619adcdc5b1ab7e44bc1b0800ec0b2,132,Sóng âm,779,Sóng âm - 2 - Red One,130064ae78d3d06345f78a835dad4c86,Không có kho,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
1afa34a7f984eeabdbb0a7d494132ee5,123,Phúc Âm,405,Phúc âm bật CID,131,Phúc âm bật CID | Amazing Grace,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
0b24145190d794af34f42a54887fe9fe,155,Dự án chung,aeacd2d0ae6f7aab87e75f31a8659745,Không có dự án con,1319d5db6caddd8c5f013674c6e558b0,Không có kho,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
65ded5353c5ee48d0b7d48c591b8f430,130,Relax,414,Piano bật CID,132,Piano bật CID | Hàn Nhật sáng,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
2ab9bc6782f12d9c0663ab2d0197e3fd,116,Lofi,37213ef2afd7331f8ab6d61aeda4abda,Lofi Hitkend,132ff2bda3177ec3e4060953798ad87f,Chillhop,1,1,981.705200000000000000000000,0,0,0,,204,25,28,22,129,0.12254901960784313725,0.13725490196078431373,0.10784313725490196078,0.63235294117647058824
9fc3d7152ba9336a670e36d0ed79bc43,130,Relax,414,Piano bật CID,133,Piano bật CID | Soothing,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
4d983a8682683c5c2899c4d96e3f2b7e,fc86720e32bcf9a8b055fe2ecae8fc99,Piano - MKT2,65e7224841fbc11a3507738150bfd04e,Piano - MKT2 | Soothing,13356ee6993ea02885f962d099a0d2b3,Không có kho,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
02522a2b2726fb0a03bb19f2d8d9524d,130,Relax,437,Piano công năng,134,Piano công năng | Soothing,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
7f1de29e6da19d22b51c68001e7e0e54,130,Relax,437,Piano công năng,135,Piano công năng | Ngủ,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
42a0e188f5033bc65bf8d78622277c4e,132,Sóng âm,425,Sóng âm - HG,136,Sóng âm - HG | Thiền,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
3988c7f88ebcb58c6ce932b957b6f332,132,Sóng âm,425,Sóng âm - HG,137,Sóng âm - HG | Sáo,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
bf95e39d0cae2ad50e8da171a3266b08,96,Deep House,b03bbf0c6df6daa75fb563bc69bef781,Không có dự án con,13738a0384848f53d72524902518b134,Pink Elephant,11,7,0,0,0,0,,22,1,4,2,15,0.04545454545454545455,0.18181818181818181818,0.09090909090909090909,0.68181818181818181818
013d407166ec4fa56eb1e1f8cbe183b9,91,Classical,356,Classical - Red One,138,Classical - Red One | Độc tấu Piano,53,48,603.470600000000000000000000,6580.00,0,6580.00,9.0306122448979592,1218,118,209,205,686,0.09688013136288998358,0.17159277504105090312,0.16830870279146141215,0.56321839080459770115
b6cc831ae416726a5a50390a2eef2b39,112,Jazz,75891746514a5825ad07d00e951c551e,Jazz Kho Riêng,1382610f8ad9e061a11bb8488459ce71,PUEBLO VISTA POLYMESA KAI MOUSIKI LP,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
e00da03b685a0dd18fb6a08af0923de0,91,Classical,356,Classical - Red One,139,Classical - Red One | Song tấu Piano - Violin,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
1385974ed5904a438616ff7bdb3f7439,91,Classical,356,Classical - Red One,140,Classical - Red One | Song tấu Piano - Cello,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
0f28b5d49b3020afeecd95b4009adf4c,91,Classical,358,Classical bật CID - Red One,141,Classical bật CID - Red One | Neo Classical,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
a8baa56554f96369ab93e4f3bb068c22,91,Classical,359,Classical Độc Tấu - HG,142,Classical Độc Tấu - HG | Độc tấu Piano,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
