fact_po_detail_sk,po_detail_id,po_id,qty_order,repository
4cf33e18ede11b79827bc78b7f2075ae,3611,769,1,207
d87ca511e2a8593c8039ef732f5bffed,3612,769,1,207
c4fa7aecedac73641320d24d5bf3bf38,3613,770,1,207
6add07cf50424b14fdf649da87843d01,3614,770,1,207
d8c9d05ec6e86d5bbad7a2f88a1701d0,3615,770,1,207
78d69f40906679a976dc4d45cebffbe6,3616,770,1,207
db68512896941514a089c37392f0683b,3617,770,1,207
4da9d7b6d119db4d2d564a2197798380,3618,771,1,98
820e694038fadbf9b60b834215b46fdb,3619,771,1,98
4baf54f36935058bcc696fcef3f4689b,3620,772,1,98
c5b270a763686e776039618cc709f3a6,3621,772,1,98
856b503e276cc491e7e6e0ac1b9f4b17,3622,773,1,98
a1afc58c6ca9540d057299ec3016d726,1573,552,15,367
ecdcd675b3a4cbb5578baf72f255ec21,3623,773,1,98
cc9657884708170e160c8372d92f3535,3280,705,50,250
60a70bb05b08d6cd95deb3bdb750dce8,3281,705,10,274
0e4ceef65add6cf21c0f3f9da53b71c0,4907,1078,5,250
576d026223582a390cd323bef4bad026,3908,852,1,99
1a551829d50f1400b0dab21fdd969c04,3630,774,1,100
fd4c2dc64ccb8496e6f1f94c85f30d06,3631,775,1,100
398475c83b47075e8897a083e97eb9f0,3632,776,1,100
faafda66202d234463057972460c04f5,1608,584,20,334
acf922154627f6788918f03c42b123cd,3633,777,1,100
e2eabaf96372e20a9e3d4b5f83723a61,3634,774,1,100
a098b2eb3138551138d127925d092d67,3635,774,1,100
48042b1dae4950fef2bd2aafa0b971a1,3636,775,1,100
cae82d4350cc23aca7fc9ae38dab38ab,3637,775,1,100
895daa408f494ad58006c47a30f51c1f,3638,778,1,100
ba304f3809ed31d0ad97b5a2b5df2a39,3639,778,1,100
4f11b55f57612f06fe9638b99f6c66e6,3640,776,1,100
22c5a901070d1c2ad33e821d071ae97e,3641,776,1,100
300d1539c3b6aa1793b5678b857732cf,3642,777,1,100
7ae11af20803185120e83d3ce4fb4ed7,3643,777,1,100
258e130476290221f597c56d351224b6,3753,801,1,160
2e3d2c4f33a7a1f58bc6c81cacd21e9c,3754,801,1,160
cd3bbc2d7ca1bbdc055acf58609e6c24,3755,801,1,160
3341f6f048384ec73a7ba2e77d2db48b,3907,744,1,99
e593c562359c3c2e42a22b808d3383e7,3906,743,1,99
91f9fec9b080c74297a55c392b5f40a4,3756,802,1,160
b4affa4f6b27df047d63d66fe4ac5600,3757,802,1,160
8a057268a74a5f1201285aa667585e15,3644,779,1,338
d0aa518d4d3bfc721aa0b8ab4ef32269,3645,779,1,338
b5a1d925221b37e2e399f7b319038ba0,3646,779,1,338
a2cc63e065705fe938a4dda49092966f,1609,584,16,307
0d8080853a54f8985276b0130266a657,3647,779,1,338
0d4f4805c36dc6853edfa4c7e1638b48,1574,554,40,268
70efba66d3d8d53194fb1a8446ae07fa,1575,554,7,274
7e1d842d0f7ee600116ffc6b2d87d83f,1577,555,7,274
cff02a74da64d145a4aed3a577a106ab,3648,779,1,338
49c0fa7f96aa0a5fb95c62909d5190a6,3649,779,1,338
45cef8e5b9570959bd9feaacae2bf38d,3650,779,1,338
c203e4a1bdef9372cb9864bfc9b511cc,3651,779,1,338
e1021d43911ca2c1845910d84f40aeae,3652,779,1,338
2da6cc4a5d3a7ee43c1b3af99267ed17,3653,779,1,338
cf88118aa2ba88de549d08038ae76606,3654,780,1,338
07211688a0869d995947a8fb11b215d6,3425,734,1,370
a495eebbfa243b79c5b9b224c482d0c2,3282,706,20,334
c819904dde95535c60452b16c1c494f6,3283,706,16,307
c1d0f19c3f827daf0edd3e69c3b195a9,3284,706,12,
72b386224056bf940cd5b01341f65e9d,3285,706,10,391
05e97c207235d63ceb1db43c60db7bbb,6214,1384,1,459
310cc7ca5a76a446f85c1a0d641ba96d,3655,780,1,338
9ddb9dd5d8aee9a76bf217a2a3c54833,3286,708,42,268
14678db82874f1456031fcc05a3afaf6,3656,780,1,338
a22d33b4a00c165507a61f3bed4b5149,3657,780,1,338
30a237d18c50f563cba4531f1db44acf,3658,780,1,338
07845cd9aefa6cde3f8926d25138a3a2,3659,780,1,338
9da187a7a191431db943a9a5a6fec6f4,1167,512,1,341
9627c45df543c816a3ddf2d8ea686a99,3660,780,1,338
af5afd7f7c807171981d443ad4f4f648,1576,555,40,268
da9e6a4a4aeca98588e4dd77ceb37695,3525,747,1,379
0e4f5cc9f4f3f7f1651a6b9f9214e5b1,3526,747,1,379
b87470782489389f344c4fa4ceb5260c,3527,747,1,379
ead81fe8cfe9fda9e4c2093e17e4d024,3528,747,1,379
9bdb8b1faffa4b3d41779bb495d79fb9,3529,747,1,379
30a0b73609456022ae729282fd9753d4,3530,747,1,379
e761813f83dfc86fa1c6e0da5510c3b8,3661,780,1,338
a14ac55a4f27472c5d894ec1c3c743d2,1610,584,20,
7a6a74cbe87bc60030a4bd041dd47b78,1611,584,10,
2b346a0aa375a07f5a90a344a61416c4,3662,780,1,338
ddf9029977a61241841edeae15e9b53f,3663,780,1,338
b67fb3360ae5597d85a005153451dd4e,3664,781,1,338
6915849303a3fe93657587cb9c469f00,3665,781,1,338
1ea97de85eb634d580161c603422437f,3666,781,1,338
95d309f0b035d97f69902e7972c2b2e6,1578,553,60,338
