ResourceFileInfoId,ToStatus,_source_id,_source_connection
5f9c3f05-480c-4ee5-9c48-0a51ef1f9eb2,Archived,resource_storage_history,hg_stock
145ea5df-60e2-4e14-908f-6bd86671c8cb,Archived,resource_storage_history,hg_stock
22d24afa-92d8-4730-a97a-2cfe852f7d7d,Archived,resource_storage_history,hg_stock
4fd634a7-e1b3-4a84-a00e-13a153a5f54b,Archived,resource_storage_history,hg_stock
6557aee3-64d4-4ccc-97b9-ca90262d4dfb,Archived,resource_storage_history,hg_stock
ffd425d8-ac10-4ac0-8cea-2a114e52dc43,Archived,resource_storage_history,hg_stock
a3dc0a09-0eaf-4893-86f4-61f9b966d519,Archived,resource_storage_history,hg_stock
880963c4-8f5b-4f81-88d8-47ca9745721d,Archived,resource_storage_history,hg_stock
3f4ceefc-b2dd-45df-bfdd-9b05e2efa65c,Archived,resource_storage_history,hg_stock
d01509e5-4fa3-4e0c-8cf6-b3747b382de4,Archived,resource_storage_history,hg_stock
6b9d4eca-0606-4b1b-8302-c6d135562eed,Archived,resource_storage_history,hg_stock
367cd448-0f3e-4e93-a53f-13449e306901,Archived,resource_storage_history,hg_stock
ec472325-d76f-485d-89ba-86bc686eab80,Archived,resource_storage_history,hg_stock
e8e4ed14-b557-483b-8838-9c90c07b3a44,Archived,resource_storage_history,hg_stock
d4446c99-2fb7-47da-bb76-5be937a7da45,Archived,resource_storage_history,hg_stock
e59549ad-b373-4471-810a-7170bd0fc30a,Archived,resource_storage_history,hg_stock
031b1498-a16d-4da1-a1da-18fcb7c1e3be,Archived,resource_storage_history,hg_stock
ea7ca15b-9e1b-41fd-abda-9a5951995cd1,Active,resource_storage_history,hg_stock
657a4201-f5c2-4efd-8d65-e098264e8b12,Archived,resource_storage_history,hg_stock
1f4d2f81-3ac5-4f89-bf16-3eb7e04fdc5c,Archived,resource_storage_history,hg_stock
2795b288-27bf-451e-9d1a-7612d448ff11,Archived,resource_storage_history,hg_stock
a3015e74-c2d7-4ca4-b2c2-1e6f6b150405,Archived,resource_storage_history,hg_stock
85cca3ce-a91b-4d6a-8fc0-d0fb82c44635,Archived,resource_storage_history,hg_stock
b69bade0-50bb-40de-b912-75bb4476c271,Archived,resource_storage_history,hg_stock
cd1fbfe1-407e-4f0a-9dcd-b3296f7bb1a0,Archived,resource_storage_history,hg_stock
2fd75f7a-3111-4080-9391-4b6e36f12ab0,Archived,resource_storage_history,hg_stock
f20cfe25-f949-4680-8697-21e850ef7be7,Archived,resource_storage_history,hg_stock
a965092c-fc4e-4248-8249-e2c67903b889,Archived,resource_storage_history,hg_stock
22fcef94-7577-46c3-91e0-a301ba5d9806,Archived,resource_storage_history,hg_stock
a5c8ea2d-7089-4feb-8c03-9baf6822b54b,Archived,resource_storage_history,hg_stock
63102103-a750-4163-bc82-5817716f41db,Archived,resource_storage_history,hg_stock
ae8b115a-9704-4b46-8115-ac8aab09b2e0,Archived,resource_storage_history,hg_stock
8b713227-c649-4751-bc8d-21f00a455d7b,Archived,resource_storage_history,hg_stock
2ee6591e-8da2-4fc2-a941-c266c06a02a7,Archived,resource_storage_history,hg_stock
088b45d6-331e-451e-966d-251c6fa6e652,Archived,resource_storage_history,hg_stock
dfbdc20a-884a-4472-8fbd-a33bd0d7285d,Archived,resource_storage_history,hg_stock
517afb66-26fe-49f4-bfe4-32c14a210cac,Archived,resource_storage_history,hg_stock
3d74ef81-93fe-4369-8fab-a73cee437fc6,Archived,resource_storage_history,hg_stock
e578a9f6-1019-4a9c-8ce4-cfe4e653c51a,Archived,resource_storage_history,hg_stock
c85187c5-2ca6-4d5a-91cd-138141978700,Archived,resource_storage_history,hg_stock
3832eaa9-fd1c-44f2-a764-cc221c2ad057,Archived,resource_storage_history,hg_stock
8ae1c74d-c49b-44b0-afca-4fdf624bd72c,Archived,resource_storage_history,hg_stock
3c128f78-ac41-4049-b095-5c8812c4ef07,Archived,resource_storage_history,hg_stock
ef1ea018-70cd-422f-a6d1-02914f079ff2,Archived,resource_storage_history,hg_stock
5fbc3b84-8a49-4805-a0dd-0e6305337461,Archived,resource_storage_history,hg_stock
8f4e12c3-1f1b-40ec-8f4f-8df577f66ef9,Archived,resource_storage_history,hg_stock
7867d6fe-4bca-4dab-98d0-db6dcfdec223,Archived,resource_storage_history,hg_stock
61566f20-2c2a-4dac-a85e-1781ea5c2b44,Archived,resource_storage_history,hg_stock
9feb783b-4d75-40de-be96-bdd9f75316ec,Archived,resource_storage_history,hg_stock
7a2d9d01-7a74-4172-9d85-24deb69c9f29,Archived,resource_storage_history,hg_stock
1ce39925-0345-4fc1-9915-d9c86b0c35c3,Archived,resource_storage_history,hg_stock
bf4fe8d0-03a1-4516-af17-4e2520f82c1f,Archived,resource_storage_history,hg_stock
a4d0a7c5-36fe-4d5b-9527-c14f3d292f17,Archived,resource_storage_history,hg_stock
370f891e-6641-491f-9fff-fae45551ad62,Archived,resource_storage_history,hg_stock
85cdb471-8a42-447e-b900-411aa670aca8,Archived,resource_storage_history,hg_stock
085c48c5-bec1-4785-97a1-2a67b19b2694,Active,resource_storage_history,hg_stock
05aaa4a8-39e5-428f-aa4d-08aa526a50be,Archived,resource_storage_history,hg_stock
e8cc0d9a-c0c2-49cc-9ebe-3774c942e333,Active,resource_storage_history,hg_stock
7b8c37a5-f7f4-4665-b284-b0c2309b92c5,Archived,resource_storage_history,hg_stock
c8f6f7a6-8433-47f9-94b7-06364f12c622,Archived,resource_storage_history,hg_stock
870dcd29-dcca-4bda-b3a0-f553fb7ee86c,Archived,resource_storage_history,hg_stock
cfb988aa-fe6a-4f82-96a0-0e8808670163,Archived,resource_storage_history,hg_stock
133cc02b-4d97-4e84-8703-47e42cc452c1,Archived,resource_storage_history,hg_stock
f2a84df0-ffc1-4c88-a758-0490de4797e6,Archived,resource_storage_history,hg_stock
2b3f6e7b-82d1-4a14-8337-d8b90cef37a7,Archived,resource_storage_history,hg_stock
f664dacf-59d6-4c81-a4a4-6a870f88e9df,Archived,resource_storage_history,hg_stock
f8368e05-22e3-44d0-af29-355ce923d23d,Archived,resource_storage_history,hg_stock
