fact_khsx_detail_sk,production_plan_detail_id,production_plan_id,production_manager,ar_manager,status
bffc98347ee35b3ead06728d6f073c68,1483,19,31,39,draft
70c445ee64b1ed0583367a12a79a9ef2,2464,36,33,38,draft
9996535e07258a7bbfd8b132435c5962,1235,12,31,50,draft
d38901788c533e8286cb6400b40b386d,1238,12,31,50,draft
b3ba8f1bee1238a2f37603d90b58898d,1239,12,31,50,draft
3bbfdde8842a5c44a0323518eec97cbe,1454,19,33,38,draft
6f3ef77ac0e3619e98159e9b6febf557,210,9,31,35,draft
5f2c22cb4a5380af7ca75622a6426917,720,10,33,37,draft
539fd53b59e3bb12d203f45a912eeaf2,237,9,33,36,draft
2e65f2f2fdaf6c699b223c61b1b5ab89,741,10,33,38,draft
06409663226af2f3114485aa4e0a23b4,158,7,30,40,approved
66808e327dc79d135ba18e051673d906,414,9,31,41,draft
ad13a2a07ca4b7642959dc0c4c740ab6,315,9,33,38,draft
aff1621254f7c1be92f64550478c56e6,853,10,33,43,draft
f7e9050c92a851b0016442ab604b0488,854,10,33,43,draft
847cc55b7032108eee6dd897f3bca8a5,857,10,33,43,draft
2a084e55c87b1ebcdaad1f62fdbbac8e,859,10,33,44,draft
3a15c7d0bbe60300a39f76f8a5ba6896,1121,12,30,38,approved
e07413354875be01a996dc560274708e,778,10,31,40,draft
f69e505b08403ad2298b9f262659929a,1442,19,33,38,draft
0e9fa1f3e9e66792401a6972d477dcc3,1288,10,32,39,draft
aa169b49b583a2b5af89203c2b78c67c,903,10,31,40,approved
be3159ad04564bfb90db9e32851ebf9c,662,9,32,44,approved
9cc138f8dc04cbf16240daa92d8d50e2,630,9,33,43,draft
e4bb4c5173c2ce17fd8fcd40041c068f,695,10,31,36,draft
0cb929eae7a499e50248a3a78f7acfc7,696,10,31,36,draft
d2ed45a52bc0edfa11c2064e9edee8bf,932,10,31,36,approved
2f885d0fbe2e131bfc9d98363e55d1d4,943,10,31,42,approved
9fc3d7152ba9336a670e36d0ed79bc43,133,7,33,45,approved
b2eeb7362ef83deff5c7813a67e14f0a,596,9,31,40,approved
b1c00bcd4b5183705c134b3365f8c45e,2726,35,33,35,draft
b73dfe25b4b8714c029b37a6ad3006fa,620,9,32,3233,approved
e94550c93cd70fe748e6982b3439ad3b,742,10,33,38,draft
e1d5be1c7f2f456670de3d53c7b54f4a,1243,12,32,38,draft
d1f491a404d6854880943e5c3cd9ca25,129,7,30,35,approved
1385974ed5904a438616ff7bdb3f7439,140,7,31,36,approved
9dcb88e0137649590b755372b040afad,188,9,30,35,draft
3493894fa4ea036cfc6433c3e2ee63b0,591,9,30,39,approved
4671aeaf49c792689533b00664a5c3ef,1323,15,30,3298,approved
0f96613235062963ccde717b18f97592,639,9,33,47,draft
2f2b265625d76a6704b08093c652fd79,334,9,30,39,draft
f9b902fc3289af4dd08de5d1de54f68f,335,9,30,39,draft
186a157b2992e7daed3677ce8e9fe40f,1404,19,31,37,draft
9adeb82fffb5444e81fa0ce8ad8afe7a,1196,12,33,45,draft
ae5e3ce40e0404a45ecacaaf05e5f735,1197,12,33,45,draft
c54e7837e0cd0ced286cb5995327d1ab,1198,12,33,45,draft
149e9677a5989fd342ae44213df68868,170,7,33,47,approved
4d2e7bd33c475784381a64e43e50922f,1199,12,33,45,draft
fe2d010308a6b3799a3d9c728ee74244,1200,12,33,45,draft
25ddc0f8c9d3e22e03d3076f98d83cb2,474,9,30,44,draft
cfee398643cbc3dc5eefc89334cacdc1,478,9,30,44,draft
d18f655c3fce66ca401d5f38b48c89af,479,9,30,44,draft
6ea2ef7311b482724a9b7b0bc0dd85c6,480,9,30,44,draft
a8c88a0055f636e4a163a5e3d16adab7,308,9,33,38,draft
a51fb975227d6640e4fe47854476d133,1298,15,30,3298,draft
a532400ed62e772b9dc0b86f46e583ff,637,9,33,47,draft
5caf41d62364d5b41a893adc1a9dd5d4,1304,15,31,42,draft
0777d5c17d4066b82ab86dff8a46af6f,163,7,33,47,approved
59c33016884a62116be975a9bb8257e3,731,10,32,38,draft
091d584fced301b442654dd8c23b3fc9,208,9,31,35,draft
115f89503138416a242f40fb7d7f338e,223,9,31,36,draft
13fe9d84310e77f13a6d184dbf1232f3,224,9,31,36,draft
a1d33d0dfec820b41b54430b50e96b5c,752,10,31,38,draft
f0dd4a99fba6075a9494772b58f95280,1400,19,31,35,draft
9701a1c165dd9420816bfec5edd6c2b1,1401,19,31,35,draft
a0833c8a1817526ac555f8d67727caf6,1299,15,30,3298,draft
58d4d1e7b1e97b258c9ed0b37e02d087,615,9,31,35,approved
52720e003547c70561bf5e03b95aa99f,361,9,32,39,draft
c3e878e27f52e2a57ace4d9a76fd9acf,362,9,32,39,draft
7380ad8a673226ae47fce7bff88e9c33,497,9,32,44,draft
c6036a69be21cb660499b75718a3ef24,1120,12,30,38,draft
8757150decbd89b0f5442ca3db4d0e0e,663,9,30,35,draft
766ebcd59621e305170616ba3d3dac32,587,9,30,39,approved
f770b62bc8f42a0b66751fe636fc6eb0,482,9,30,44,draft
6d3a1e06d6a06349436bc054313b648c,1487,19,31,39,draft
8a146f1a3da4700cbf03cdc55e2daae6,1488,19,31,39,draft
1baff70e2669e8376347efd3a874a341,1489,19,31,39,draft
f187a23c3ee681ef6913f31fd6d6446b,1490,19,31,39,draft
c4015b7f368e6b4871809f49debe0579,923,10,32,38,approved
b534ba68236ba543ae44b22bd110a1d6,496,9,32,44,draft
ad3019b856147c17e82a5bead782d2a8,1393,19,33,35,draft
4dcf435435894a4d0972046fc566af76,1507,19,31,37,approved
3621f1454cacf995530ea53652ddf8fb,787,10,31,40,draft
02522a2b2726fb0a03bb19f2d8d9524d,134,7,32,42,approved
cd00692c3bfe59267d5ecfac5310286c,328,9,30,39,draft
f016e59c7ad8b1d72903bb1aa5720d53,1394,19,33,35,draft
70222949cc0db89ab32c9969754d4758,1290,10,32,36,approved
58a2fc6ed39fd083f55d4182bf88826d,192,9,30,35,draft
757b505cfd34c64c85ca5b5690ee5293,201,9,30,35,draft
854d6fae5ee42911677c739ee1734486,202,9,30,35,draft
226d1f15ecd35f784d2a20c3ecf56d7f,1491,19,31,39,draft
0ed9422357395a0d4879191c66f4faa2,1422,19,33,37,draft
856fc81623da2150ba2210ba1b51d241,1423,19,33,37,draft
489d0396e6826eb0c1e611d82ca8b215,1424,19,33,37,draft
a424ed4bd3a7d6aea720b86d4a360f75,1425,19,33,37,draft
abd815286ba1007abfbb8415b83ae2cf,632,9,33,45,approved
1e056d2b0ebd5c878c550da6ac5d3724,918,10,31,38,approved
dc6a6489640ca02b0d42dabeb8e46bb7,469,9,30,44,draft
758874998f5bd0c393da094e1967a72b,314,9,33,38,draft
2050e03ca119580f74cca14cc6e97462,473,9,30,44,draft
877a9ba7a98f75b90a9d49f53f15a858,468,9,30,44,draft
fe709c654eac84d5239d1a12a4f71877,1131,12,32,39,draft
dc4c44f624d600aa568390f1f1104aa0,1262,12,33,43,approved
5705e1164a8394aace6018e27d20d237,897,10,31,50,draft
e1e32e235eee1f970470a3a6658dfdd5,483,9,30,44,draft
0663a4ddceacb40b095eda264a85f15c,1428,19,33,37,draft
0336dcbab05b9d5ad24f4333c7658a0e,195,9,30,35,draft
084b6fbb10729ed4da8c3d3f5a3ae7c9,196,9,30,35,draft
85d8ce590ad8981ca2c8286f79f59954,197,9,30,35,draft
d961e9f236177d65d21100592edb0769,1565,22,33,38,draft
0e65972dce68dad4d52d063967f0a705,198,9,30,35,draft
411ae1bf081d1674ca6091f8c59a266f,1430,19,33,37,draft
e11943a6031a0e6114ae69c257617980,1431,19,33,37,draft
5e76bef6e019b2541ff53db39f407a98,1456,19,33,38,draft
f52378e14237225a6f6c7d802dc6abbd,1377,19,31,35,draft
4fa7c62536118cc404dec4a0ca88d4f6,1387,19,33,35,draft
0c0a7566915f4f24853fc4192689aa7e,1388,19,33,35,draft
a516a87cfcaef229b342c437fe2b95f7,487,9,32,44,draft
64223ccf70bbb65a3a4aceac37e21016,944,9,30,44,approved
c3c59e5f8b3e9753913f4d435b53c308,488,9,32,44,draft
854d9fca60b4bd07f9bb215d59ef5561,489,9,32,44,draft
8b6dd7db9af49e67306feb59a8bdc52c,908,10,30,35,approved
a223c6b3710f85df22e9377d6c4f7553,1367,17,30,3298,draft
a49e9411d64ff53eccfdd09ad10a15b3,434,9,32,42,draft
2bd7f907b7f5b6bbd91822c0c7b835f6,1389,19,33,35,draft
1714726c817af50457d810aae9d27a2e,1493,19,33,35,approved
8d9a0adb7c204239c9635426f35c9522,1378,19,31,35,draft
0c8ce55163055c4da50a81e0a273468c,1503,19,31,39,approved
1e0a84051e6a4a7381473328f43c4884,2465,36,33,38,draft
051e4e127b92f5d98d3c79b195f2b291,629,9,33,43,draft
0f28b5d49b3020afeecd95b4009adf4c,141,7,31,36,approved
00ec53c4682d36f5c4359f4ae7bd7ba1,381,9,33,40,draft
06997f04a7db92466a2baa6ebc8b872d,762,10,32,39,draft
b7892fb3c2f009c65f686f6355c895b5,937,10,32,44,approved
3df1d4b96d8976ff5986393e8767f5b2,939,10,33,47,approved
4b6538a44a1dfdc2b83477cd76dee98e,945,10,33,45,approved
d6723e7cd6735df68d1ce4c704c29a04,1095,12,32,3233,draft
e820a45f1dfc7b95282d10b6087e11c0,935,10,33,44,approved
84d9ee44e457ddef7f2c4f25dc8fa865,199,9,30,35,draft
7cbbc409ec990f19c78c75bd1e06f215,70,7,30,40,approved
e2c420d928d4bf8ce0ff2ec19b371514,71,7,30,40,approved
14d9e8007c9b41f57891c48e07c23f57,1395,19,33,35,draft
49182f81e6a13cf5eaa496d51fea6406,295,9,30,38,approved
c361bc7b2c033a83d663b8d9fb4be56e,605,9,31,49,approved
c9892a989183de32e976c6f04e700201,571,9,31,49,draft
18d10dc6e666eab6de9215ae5b3d54df,1567,22,33,38,draft
e6b4b2a746ed40e1af829d1fa82daa10,572,9,31,49,draft
076a0c97d09cf1a0ec3e19c7f2529f2b,594,9,31,40,approved
6c1da886822c67822bcf3679d04369fa,1368,17,30,3298,draft
3b712de48137572f3849aabd5666a4e3,1122,12,32,39,draft
2a79ea27c279e471f4d180b08d62b00a,155,7,30,39,approved
41f1f19176d383480afa65d325c06ed0,371,9,30,40,draft
7750ca3559e5b8e1f44210283368fc16,616,9,31,35,approved
85fc37b18c57097425b52fc7afbb6969,621,9,31,42,approved
4c27cea8526af8cfee3be5e183ac9605,638,9,33,47,draft
a597e50502f5ff68e3e25b9114205d4a,194,9,30,35,approved
6883966fd8f918a4aa29be29d2c386fb,294,9,30,38,approved
48ab2f9b45957ab574cf005eb8a76760,624,9,30,44,draft
01161aaa0b6d1345dd8fe4e481144d84,236,9,33,36,draft
bad5f33780c42f2588878a9d07405083,1379,19,31,35,draft
892c91e0a653ba19df81a90f89d99bcd,901,10,31,50,draft
e5f6ad6ce374177eef023bf5d0c018b6,573,9,31,49,draft
f0e52b27a7a5d6a1a87373dffa53dbe5,574,9,31,49,draft
ffeabd223de0d4eacb9a3e6e53e5448d,575,9,31,49,draft
0966289037ad9846c5e994be2a91bafa,1396,19,33,35,draft
44c4c17332cace2124a1a836d9fc4b6f,606,9,31,49,approved
185c29dc24325934ee377cfda20e414c,627,9,32,44,approved
55c567fd4395ecef6d936cf77b8d5b2b,1497,19,31,38,approved
3fe94a002317b5f9259f82690aeea4cd,316,9,33,38,draft
2cfd4560539f887a5e420412b370b361,1123,12,32,39,draft
b6a1085a27ab7bff7550f8a3bd017df8,902,10,31,50,draft
4edaa105d5f53590338791951e38c3ad,1403,19,31,37,draft
fe73f687e5bc5280214e0486b273a5f9,330,9,30,39,draft
3de2334a314a7a72721f1f74a6cb4cee,1405,19,31,37,draft
5d44ee6f2c3f71b73125876103c8f6c4,617,9,33,36,approved
ea8fcd92d59581717e06eb187f10666d,1380,19,31,35,draft
f47330643ae134ca204bf6b2481fec47,1182,12,30,44,draft
950a4152c2b4aa3ad78bdd6b366cc179,312,9,33,38,draft
d82118376df344b0010f53909b961db3,1381,19,31,35,draft
0c9ebb2ded806d7ffda75cd0b95eb70c,1505,19,31,35,approved
28fc2782ea7ef51c1104ccf7b9bea13d,1402,19,31,37,draft
54072f485cdb7897ebbcaf7525139561,1411,19,31,37,draft
4e0d67e54ad6626e957d15b08ae128a6,1382,19,31,35,draft
add7a048049671970976f3e18f21ade3,3777,55,33,37,approved
17326d10d511828f6b34fa6d751739e2,1261,9,32,44,approved
fd06b8ea02fe5b1c2496fe1700e9d16c,1133,12,30,40,draft
2de5d16682c3c35007e4e92982f1a2ba,1242,12,30,40,approved
c7635bfd99248a2cdef8249ef7bfbef4,1124,12,32,39,draft
043c3d7e489c69b48737cc0c92d0f3a2,933,10,33,45,draft
84438b7aae55a0638073ef798e50b4ef,1294,12,30,44,approved
cd0dce8fca267bf1fb86cf43e18d5598,1383,19,31,35,draft
0a1bf96b7165e962e90cb14648c9462d,1455,19,33,38,draft
9a1756fd0c741126d7bbd4b692ccbd91,1417,19,31,37,draft
a8f8f60264024dca151f164729b76c0b,1437,19,31,38,draft
77edbe5f897a5dbcde49d31bec1537b8,3014,38,31,38,approved
1896a3bf730516dd643ba67b4c447d36,1175,12,30,44,draft
a7d8ae4569120b5bec12e7b6e9648b86,1176,12,30,44,draft
55b1927fdafef39c48e5b73b5d61ea60,1153,12,30,42,draft
74bba22728b6185eec06286af6bec36d,938,10,33,43,approved
42e77b63637ab381e8be5f8318cc28a2,628,9,32,44,draft
00ac8ed3b4327bdd4ebbebcb2ba10a00,610,9,31,42,draft
1cc3633c579a90cfdd895e64021e2163,930,10,32,39,draft
be53ee61104935234b174e62a07e53cf,1566,22,33,38,draft
fcdf25d6e191893e705819b177cddea0,1494,19,31,35,approved
816b112c6105b3ebd537828a39af4818,401,9,31,40,draft
8d34201a5b85900908db6cae92723617,548,9,33,47,draft
ccb1d45fb76f7c5a0bf619f979c6cf36,549,9,33,47,draft
eb6fdc36b281b7d5eabf33396c2683a2,618,9,31,36,approved
2ca65f58e35d9ad45bf7f3ae5cfd08f1,760,10,32,39,draft
faafda66202d234463057972460c04f5,1608,23,31,42,draft
b7087c1f4f89e63af8d46f3b20271153,1406,19,31,37,draft
dfd7468ac613286cdbb40872c8ef3b06,1315,15,31,42,draft
362e80d4df43b03ae6d3f8540cd63626,848,10,33,43,draft
e034fb6b66aacc1d48f445ddfb08da98,1233,12,32,50,draft
e70611883d2760c8bbafb4acb29e3446,710,10,33,37,draft
6081594975a764c8e3a691fa2b3a321d,711,10,33,37,draft
f3f1b7fc5a8779a9e618e1f23a7b7860,1316,15,31,42,draft
93fb9d4b16aa750c7475b6d601c35c2c,1317,15,31,42,draft
92262bf907af914b95a0fc33c3f33bf6,941,10,33,47,approved
76cf99d3614e23eabab16fb27e944bf9,1318,15,31,42,draft
1ee3dfcd8a0645a25a35977997223d22,1319,15,31,42,draft
dc960c46c38bd16e953d97cdeefdbc68,1322,15,31,42,draft
d282ef263719ab842e05382dc235f69e,1303,15,31,42,draft
ac627ab1ccbdb62ec96e702f07f6425b,99,7,33,45,approved
46771d1f432b42343f56f791422a4991,1407,19,31,37,draft
6d9c547cf146054a5a720606a7694467,1408,19,31,37,draft
00e26af6ac3b1c1c49d7c3d79c60d000,1164,12,33,43,draft
202cb962ac59075b964b07152d234b70,123,7,30,50,approved
7c9d0b1f96aebd7b5eca8c3edaa19ebb,1134,12,30,40,draft
c75b6f114c23a4d7ea11331e7c00e73c,547,9,33,47,draft
fd2c5e4680d9a01dba3aada5ece22270,1135,12,30,40,draft
359f38463d487e9e29bd20e24f0c050a,1390,19,33,35,draft
47a658229eb2368a99f1d032c8848542,1136,12,30,40,draft
801c14f07f9724229175b8ef8b4585a8,1137,12,30,40,draft
a733fa9b25f33689e2adbe72199f0e62,623,9,30,44,draft
4c56ff4ce4aaf9573aa5dff913df997a,121,7,31,50,approved
da4fb5c6e93e74d3df8527599fa62642,120,7,31,50,approved
07e1cd7dca89a1678042477183b7ac3f,119,7,31,50,approved
eb160de1de89d9058fcb0b968dbbbd68,117,7,32,49,approved
e8b1cbd05f6e6a358a81dee52493dd06,1154,12,30,42,draft
3dd48ab31d016ffcbf3314df2b3cb9ce,341,9,33,39,draft
58238e9ae2dd305d79c2ebc8c1883422,342,9,33,39,draft
01d8bae291b1e4724443375634ccfa0e,1457,19,33,38,draft
184260348236f9554fe9375772ff966e,1139,12,30,40,draft
c0826819636026dd1f3674774f06c51d,1392,19,33,35,draft
c4851e8e264415c4094e4e85b0baa7cc,1227,12,32,50,draft
0e3a37aa85a14e359df74fa77eded3f6,1369,17,30,3298,draft
d1ee59e20ad01cedc15f5118a7626099,1370,17,30,3298,draft
a3fb4fbf9a6f9cf09166aa9c20cbc1ad,1165,12,33,43,draft
49c9adb18e44be0711a94e827042f630,869,10,33,45,draft
bc7316929fe1545bf0b98d114ee3ecb8,1515,22,33,35,draft
43feaeeecd7b2fe2ae2e26d917b6477d,872,10,33,45,draft
a42a596fc71e17828440030074d15e74,1194,12,33,45,draft
5da713a690c067105aeb2fae32403405,3048,45,33,3298,draft
71f6278d140af599e06ad9bf1ba03cb0,1291,12,30,36,approved
db9eeb7e678863649bce209842e0d164,2314,30,33,39,draft
51be2fed6c55f5aa0c16ff14c140b187,3015,38,31,38,approved
d9731321ef4e063ebbee79298fa36f56,1398,19,31,35,draft
3ad7c2ebb96fcba7cda0cf54a2e802f5,343,9,33,39,draft
b3967a0e938dc2a6340e258630febd5a,344,9,33,39,draft
d81f9c1be2e08964bf9f24b15f0e4900,345,9,33,39,draft
13f9896df61279c928f19721878fac41,346,9,33,39,draft
c5ff2543b53f4cc0ad3819a36752467b,347,9,33,39,draft
01386bd6d8e091c2ab4c7c7de644d37b,348,9,33,39,draft
5ef059938ba799aaa845e1c2e8a762bd,118,7,30,49,approved
905056c1ac1dad141560467e0a99e1cf,1246,12,32,39,approved
aeb3135b436aa55373822c010763dd54,871,10,33,45,draft
22fb0cee7e1f3bde58293de743871417,870,10,33,45,draft
8b0dc65f996f98fd178a9defd0efa077,1352,16,30,3298,draft
dabd8d2ce74e782c65a973ef76fd540b,1179,12,30,44,draft
2b6d65b9a9445c4271ab9076ead5605a,1186,12,30,44,draft
7d771e0e8f3633ab54856925ecdefc5d,1178,12,30,44,draft
da0d1111d2dc5d489242e60ebcbaf988,917,10,30,38,approved
c45147dee729311ef5b5c3003946c48f,116,7,31,49,approved
2b44928ae11fb9384c4cf38708677c48,115,7,31,49,approved
a0a080f42e6f13b3a2df133f073095dd,122,7,32,50,approved
07a96b1f61097ccb54be14d6a47439b0,689,10,31,36,draft
2dea61eed4bceec564a00115c4d21334,672,10,30,35,draft
2836be05e71a8f34902a6e6b37350134,3055,45,33,3298,draft
9f396fe44e7c05c16873b05ec425cbad,673,10,30,35,draft
0d7de1aca9299fe63f3e0041f02638a3,674,10,30,35,draft
eb86d510361fc23b59f18c1bc9802cc6,1228,12,32,50,draft
dc87c13749315c7217cdc4ac692e704c,1295,12,32,39,draft
310ce61c90f3a46e340ee8257bc70e93,1229,12,32,50,draft
b24d516bb65a5a58079f0f3526c87c57,1220,12,32,50,draft
1d72310edc006dadf2190caad5802983,1221,12,32,50,draft
9461cce28ebe3e76fb4b931c35a169b0,481,9,30,44,draft
eba0dc302bcd9a273f8bbb72be3a687b,484,9,30,44,draft
26337353b7962f533d78c762373b3318,470,9,30,44,draft
9f53d83ec0691550f7d2507d57f4f5a2,931,10,31,36,approved
3e89ebdb49f712c7d90d1b39e348bbbf,919,10,31,50,approved
94c7bb58efc3b337800875b5d382a072,552,9,33,47,draft
8fecb20817b3847419bb3de39a609afe,675,10,30,35,draft
d14220ee66aeec73c49038385428ec4c,714,10,33,37,draft
8df707a948fac1b4a0f97aa554886ec8,715,10,33,37,draft
50905d7b2216bfeccb5b41016357176b,1314,15,31,42,draft
8c7bbbba95c1025975e548cee86dfadc,644,9,33,47,draft
0bb4aec1710521c12ee76289d9440817,349,9,33,39,draft
e7f8a7fb0b77bcb3b283af5be021448f,716,10,33,37,draft
81448138f5f163ccdba4acc69819f280,543,9,33,47,draft
7f1de29e6da19d22b51c68001e7e0e54,135,7,30,42,approved
3871bd64012152bfb53fdf04b401193f,622,9,30,44,draft
443cb001c138b2561a0d90720d6ce111,648,9,33,47,draft
788d986905533aba051261497ecffcbb,717,10,33,37,draft
ad71c82b22f4f65b9398f76d8be4c615,1462,19,31,39,draft
9de6d14fff9806d4bcd1ef555be766cd,350,9,33,39,draft
f3bd5ad57c8389a8a1a541a76be463bf,1372,17,30,3298,draft
70feb62b69f16e0238f741fab228fec2,1375,17,30,3298,draft
41a60377ba920919939d83326ebee5a1,1510,17,30,3298,approved
79a49b3e3762632813f9e35f4ba53d6c,1376,17,30,3298,draft
af4732711661056eadbf798ba191272a,1354,16,30,3298,approved
feab05aa91085b7a8012516bc3533958,1145,12,30,42,draft
8e6b42f1644ecb1327dc03ab345e618b,471,9,30,44,draft
872488f88d1b2db54d55bc8bba2fad1b,754,10,31,38,draft
88bfcf02e7f554f9e9ea350b699bc6a7,2315,30,33,39,draft
778609db5dc7e1a8315717a9cdd8fd6f,2316,30,33,39,draft
68d309812548887400e375eaa036d2f1,2317,30,33,39,draft
1c65cef3dfd1e00c0b03923a1c591db4,1241,12,33,45,approved
426f990b332ef8193a61cc90516c1245,2318,30,33,39,draft
95f8d9901ca8878e291552f001f67692,2274,30,33,38,draft
6d0f846348a856321729a2f36734d1a7,920,10,31,50,approved
8a3363abe792db2d8761d6403605aeb7,1146,12,30,42,draft
a50abba8132a77191791390c3eb19fe7,1344,16,30,3298,draft
86109d400f0ed29e840b47ed72777c84,1345,16,30,3298,draft
82965d4ed8150294d4330ace00821d77,1346,16,30,3298,draft
ae0eb3eed39d2bcef4622b2499a05fe6,708,10,33,37,draft
e6d8545daa42d5ced125a4bf747b3688,1247,12,32,39,approved
56468d5607a5aaf1604ff5e15593b003,1432,19,31,38,draft
3948ead63a9f2944218de038d8934305,1216,12,31,49,draft
a1d50185e7426cbb0acad1e6ca74b9aa,1147,12,30,42,draft
dcda54e29207294d8e7e1b537338b1c0,2681,38,31,35,draft
e5841df2166dd424a57127423d276bbe,700,10,31,36,draft
b069b3415151fa7217e870017374de7c,1433,19,31,38,draft
08c5433a60135c32e34f46a71175850c,597,9,30,40,approved
b1eec33c726a60554bc78518d5f9b32c,702,10,31,36,draft
99bcfcd754a98ce89cb86f73acc04645,698,10,31,36,draft
ba2fd310dcaa8781a9a652a31baf3c68,524,9,33,45,draft
afd4836712c5e77550897e25711e1d96,699,10,31,36,draft
8a0e1141fd37fa5b98d5bb769ba1a7cc,697,10,31,36,draft
3a029f04d76d32e79367c4b3255dda4d,1222,12,32,50,draft
f7664060cc52bc6f3d620bcedc94a4b6,266,9,33,37,draft
dc09c97fd73d7a324bdbfe7c79525f64,1479,19,33,39,draft
dfa92d8f817e5b08fcaafb50d03763cf,1568,22,33,38,draft
655ea4bd3b5736d88afc30c9212ccddf,1569,22,33,38,draft
b2dd140336c9df867c087a29b2e66034,1555,22,33,38,draft
e816c635cad85a60fabd6b97b03cbcc9,1480,19,33,39,draft
3bf55bbad370a8fcad1d09b005e278c2,1255,12,32,50,draft
43cca4b3de2097b9558efefd0ecc3588,1223,12,32,50,draft
68d13cf26c4b4f4f932e3eff990093ba,1224,12,32,50,draft
d6ef5f7fa914c19931a55bb262ec879c,1114,12,32,38,draft
f18a6d1cde4b205199de8729a6637b42,1605,23,31,42,draft
df0aab058ce179e4f7ab135ed4e641a9,1148,12,30,42,draft
58ae749f25eded36f486bc85feb3f0ab,561,9,33,47,draft
1a5b1e4daae265b790965a275b53ae50,446,9,33,43,draft
15d4e891d784977cacbfcbb00c48f133,441,9,33,43,draft
9a96876e2f8f3dc4f3cf45f02c61c0c1,447,9,33,43,draft
10a5ab2db37feedfdeaab192ead4ac0e,691,10,31,36,draft
68ce199ec2c5517597ce0a4d89620f55,465,9,33,43,draft
941e1aaaba585b952b62c14a3a175a61,451,9,33,43,draft
13f3cf8c531952d72e5847c4183e6910,443,9,33,43,draft
f5f8590cd58a54e94377e6ae2eded4d9,450,9,33,43,draft
9431c87f273e507e6040fcb07dcb4509,452,9,33,43,draft
f52854cc99ae1c1966b0a21d0127975b,2344,30,33,39,approved
f15eda31a2da646eea513b0f81a5414d,2682,38,31,35,draft
596f713f9a7376fe90a62abaaedecc2d,1557,22,33,38,draft
a2d10d355cdebc879e4fc6ecc6f63dd7,3122,45,33,38,draft
81b073de9370ea873f548e31b8adc081,2345,30,33,39,draft
05a70454516ecd9194c293b0e415777f,2212,30,33,37,draft
01894d6f048493d2cacde3c579c315a3,2213,30,33,37,draft
cc7e2b878868cbae992d1fb743995d8f,2278,30,33,38,draft
b23975176653284f1f7356ba5539cfcb,2347,30,33,37,approved
f2217062e9a397a1dca429e7d70bc6ca,149,7,32,44,approved
efe937780e95574250dabe07151bdc23,351,9,33,39,draft
09c6c3783b4a70054da74f2538ed47c6,1149,12,30,42,draft
2b38c2df6a49b97f706ec9148ce48d86,1150,12,30,42,draft
f197002b9a0853eca5e046d9ca4663d5,1151,12,30,42,draft
82aa4b0af34c2313a562076992e50aa3,162,7,32,43,approved
2291d2ec3b3048d1a6f86c2c4591b7e0,664,9,30,35,approved
371bce7dc83817b7893bcdeed13799b5,352,9,33,39,draft
06eb61b839a0cefee4967c67ccb099dc,310,9,33,38,draft
9dfcd5e558dfa04aaf37f137a1d9d3e5,311,9,33,38,draft
67d96d458abdef21792e6d8e590244e7,779,10,31,40,draft
1651cf0d2f737d7adeab84d339dbabd3,438,9,33,43,draft
e44fea3bec53bcea3b7513ccef5857ac,454,9,33,43,draft
495dabfd0ca768a3c3abd672079f48b6,1606,23,31,42,draft
250cf8b51c773f3f8dc8b4be867a9a02,456,9,33,43,draft
6c3cf77d52820cd0fe646d38bc2145ca,882,10,33,47,draft
25df35de87aa441b88f22a6c2a830a17,1225,12,32,50,draft
3210ddbeaa16948a702b6049b8d9a202,1226,12,32,50,draft
f387624df552cea2f369918c5e1e12bc,553,9,33,47,draft
eaae339c4d89fc102edd9dbdb6a28915,653,9,33,47,draft
dd45045f8c68db9f54e70c67048d32e8,868,10,33,45,draft
45f31d16b1058d586fc3be7207b58053,1152,12,30,42,draft
4588e674d3f0faf985047d4c3f13ed0d,1144,12,30,42,draft
8ce6790cc6a94e65f17f908f462fae85,1142,12,30,42,draft
55743cc0393b1cb4b8b37d09ae48d097,651,9,33,47,draft
d07e70efcfab08731a97e7b91be644de,458,9,33,43,draft
c399862d3b9d6b76c8436e924a68c45b,534,9,33,45,draft
df877f3865752637daa540ea9cbc474f,533,9,33,45,draft
f1b6f2857fb6d44dd73c7041e0aa0f19,464,9,33,43,draft
352407221afb776e3143e8a1a0577885,877,10,33,45,draft
a9078e8653368c9c291ae2f8b74012e7,1240,12,33,43,draft
e3251075554389fe91d17a794861d47b,1256,12,31,50,approved
3328bdf9a4b9504b9398284244fe97c2,685,10,32,36,draft
459a4ddcb586f24efd9395aa7662bc7c,1292,12,32,50,approved
30ef30b64204a3088a26bc2e6ecf7602,652,9,33,47,draft
51d92be1c60d1db1d2e5e7a07da55b26,462,9,33,43,draft
98b297950041a42470269d56260243a1,460,9,33,43,draft
bac9162b47c56fc8a4d2a519803d51b3,364,9,32,39,draft
0fcbc61acd0479dc77e3cccc0f5ffca7,531,9,33,45,draft
37f0e884fbad9667e38940169d0a3c95,529,9,33,45,draft
4e9cec1f583056459111d63e24f3b8ef,1556,22,33,38,draft
26588e932c7ccfa1df309280702fe1b5,1258,12,30,42,draft
7895fc13088ee37f511913bac71fa66f,1434,19,31,38,draft
4a213d37242bdcad8e7300e202e7caa4,1130,12,32,39,draft
68a83eeb494a308fe5295da69428a507,1259,12,30,42,approved
